Credibility Code,Sample Size,Precision,Abundance,Significance, AOU,Region,Species Name,Region Name,Model, N Routes, Trend, 2.5%CI, 97.5%CI,Relative Abundance
 R,  , R,  ,2,590,ND ,Franklin's Gull                         ,                                        , Dh,30,-5.562,-11.02,-0.183,308.654
 R, R, R, Y,  ,590,NEB,Franklin's Gull                         ,                                        , Dh,3,-4.775,-21.932,10.624,0.964
 R, Y, R,  ,  ,590,ORE,Franklin's Gull                         ,                                        , Dh,10,9.183,-1.532,23.294,9.444
 R,  , R,  ,1,590,SAS,Franklin's Gull                         ,                                        , Dh,52,9.606,0.153,22.118,1000.449
 R,  , R,  ,  ,590,SD ,Franklin's Gull                         ,                                        , Dh,14,-1.038,-8.884,8.022,48.305
 R, Y, R,  ,  ,590,UT ,Franklin's Gull                         ,                                        , Dh,5,-4.703,-15.587,6.926,52.573
 R, Y, R, Y,  ,590,WYO,Franklin's Gull                         ,                                        , Dh,5,-6.279,-19.025,5.841,0.968
 R,  , R,  ,  ,590,CAN,Franklin's Gull                         ,                                        , Dh,219,4.2,-0.507,13.152,1557.833
 Y,  , Y,  ,  ,590,US ,Franklin's Gull                         ,                                        , Dh,123,-1.443,-5.243,3.604,83.24
 R,  , R,  ,  ,590,SUR,Franklin's Gull                         ,                                        , Dh,342,3.937,-0.559,12.715,689.389
 R,  , R,  ,  ,590,CA1,Franklin's Gull                         ,                                        , Dh,219,4.2,-0.507,13.152,1557.833
 Y,  , Y,  ,  ,590,US1,Franklin's Gull                         ,                                        , Dh,123,-1.443,-5.243,3.604,83.24
 R,  , R,  ,  ,590,SU1,Franklin's Gull                         ,                                        , Dh,342,3.937,-0.559,12.715,689.389
 Y, Y, Y,  ,2,550,S02,Mew Gull                                ,                                        , Dh,13,-3.7,-7.323,-0.166,18.659
  ,  ,  ,  ,2,550,S04,Mew Gull                                ,                                        , Dh,64,-3.163,-5.208,-1.129,4.247
  ,  ,  ,  ,  ,550,S05,Mew Gull                                ,                                        , Dh,31,-1.305,-4.214,1.557,2.047
 R, Y, R, Y,  ,550,S06,Mew Gull                                ,                                        , Dh,7,-0.578,-6.089,4.957,0.922
  ,  ,  ,  ,2,550,AK ,Mew Gull                                ,                                        , Dh,66,-3.424,-5.98,-0.922,8.261
 Y, Y, Y, Y,  ,550,BC ,Mew Gull                                ,                                        , Dh,13,3.919,-0.343,9.518,0.232
 R, Y, R, Y,  ,550,NWT,Mew Gull                                ,                                        , Dh,7,-0.578,-6.089,4.957,0.922
 Y,  , Y,  ,  ,550,YT ,Mew Gull                                ,                                        , Dh,29,-2.753,-5.922,0.388,3.326
  ,  ,  ,  ,  ,550,CAN,Mew Gull                                ,                                        , Dh,49,-1.912,-4.579,0.841,1.81
  ,  ,  ,  ,2,550,US ,Mew Gull                                ,                                        , Dh,66,-3.424,-5.98,-0.922,8.261
  ,  ,  ,  ,2,550,SUR,Mew Gull                                ,                                        , Dh,115,-3.103,-5.2,-0.99,5.202
 Y, Y, Y, Y,  ,550,CA1,Mew Gull                                ,                                        , Dh,13,3.919,-0.343,9.518,0.232
 Y, Y, Y, Y,  ,550,SU1,Mew Gull                                ,                                        , Dh,13,3.919,-0.343,9.518,0.232
 R,  , R, Y,2,540,S05,Ring-billed Gull                        ,                                        , Dh,16,-7.124,-14.074,-0.328,0.109
 Y,  , Y,  ,  ,540,S06,Ring-billed Gull                        ,                                        , Dh,83,-1.739,-4.745,1.504,60.021
 Y,  , Y,  ,  ,540,S08,Ring-billed Gull                        ,                                        , Dh,63,3.937,-0.915,9.032,34.943
  ,  ,  ,  ,2,540,S09,Ring-billed Gull                        ,                                        , Dh,90,-3.75,-6.426,-0.587,16.819
 R,  , R,  ,  ,540,S10,Ring-billed Gull                        ,                                        , Dh,41,-0.166,-5.289,4.841,5.755
  ,  ,  ,  ,  ,540,S11,Ring-billed Gull                        ,                                        , Dh,245,-1.03,-2.764,0.671,78.871
  ,  ,  ,  ,  ,540,S12,Ring-billed Gull                        ,                                        , Dh,153,-1.328,-3.725,1.147,35.931
  ,  ,  ,  ,2,540,S13,Ring-billed Gull                        ,                                        , Dh,140,-5.473,-7.844,-3.259,333.791
 Y,  , Y,  ,  ,540,S14,Ring-billed Gull                        ,                                        , Dh,87,0.627,-3.469,4.752,6.096
 R, R, R, Y,  ,540,S15,Ring-billed Gull                        ,                                        , Dh,4,-6.478,-20.728,3.462,0.277
 R,  , R, Y,  ,540,S16,Ring-billed Gull                        ,                                        , Dh,18,-2.283,-9.264,5.048,0.126
 R,  , R,  ,  ,540,S17,Ring-billed Gull                        ,                                        , Dh,28,0.897,-4.005,6.701,5.367
 R, Y, R, Y,  ,540,S18,Ring-billed Gull                        ,                                        , Dh,8,-3.248,-12.921,4.676,0.357
 R, R, R, R,  ,540,S19,Ring-billed Gull                        ,                                        , Dh,2,-6.928,-26.036,5.952,0.01
 R,  , R,  ,  ,540,S22,Ring-billed Gull                        ,                                        , Dh,27,3.098,-5.187,12.65,21.348
 Y,  , Y,  ,  ,540,S23,Ring-billed Gull                        ,                                        , Dh,78,-1.107,-5.4,3.424,12.969
 R,  , R, Y,2,540,S27,Ring-billed Gull                        ,                                        , Dh,14,-7.543,-16.71,-0.083,0.439
 R,  , R, Y,  ,540,S28,Ring-billed Gull                        ,                                        , Dh,18,-3.623,-10.729,3.48,0.472
 R, R, R, Y,  ,540,S29,Ring-billed Gull                        ,                                        , Dh,3,-1.933,-11.831,9.729,0.107
 R,  , R,  ,  ,540,S30,Ring-billed Gull                        ,                                        , Dh,54,-1.624,-7.018,5.88,4.324
 R, Y, R, Y,  ,540,S31,Ring-billed Gull                        ,                                        , Dh,10,-2.204,-12.138,6.355,0.27
 R, Y, R, Y,  ,540,S32,Ring-billed Gull                        ,                                        , Dh,5,-6.635,-16.85,0.527,0.105
 R, R, R, Y,  ,540,S33,Ring-billed Gull                        ,                                        , Dh,4,-0.477,-10.954,10.782,0.591
 R, Y, R, Y,  ,540,S37,Ring-billed Gull                        ,                                        , Dh,7,-1.939,-11.157,6.828,0.23
 R, Y, R, Y,2,540,ALA,Ring-billed Gull                        ,                                        , Dh,5,-11.409,-25.241,-0.549,0.573
  ,  ,  ,  ,2,540,ALB,Ring-billed Gull                        ,                                        , Dh,122,-3.539,-5.875,-1.159,75.516
 R,  , R, Y,  ,540,BC ,Ring-billed Gull                        ,                                        , Dh,16,0.211,-5.337,6.916,0.852
 Y,  , Y,  ,  ,540,CAL,Ring-billed Gull                        ,                                        , Dh,28,-2.323,-6.155,1.906,12.895
 R,  , R, Y,  ,540,COL,Ring-billed Gull                        ,                                        , Dh,23,-2.576,-8.952,3.593,0.271
 R, Y, R, Y,  ,540,CON,Ring-billed Gull                        ,                                        , Dh,7,-6.064,-18.566,4.661,0.811
 R, Y, R,  ,  ,540,DEL,Ring-billed Gull                        ,                                        , Dh,8,-3.905,-12.045,3.071,6.137
 R,  , R, Y,  ,540,FLA,Ring-billed Gull                        ,                                        , Dh,14,-2.365,-10.3,5.04,0.218
 R, R, R, R,  ,540,IA ,Ring-billed Gull                        ,                                        , Dh,2,-1.775,-13.616,8.485,0.054
 Y,  , Y,  ,2,540,IDA,Ring-billed Gull                        ,                                        , Dh,21,-8.656,-13.262,-3.333,10.37
 R, Y, R,  ,  ,540,ILL,Ring-billed Gull                        ,                                        , Dh,13,0.73,-5.88,7.733,7.499
 R, Y, R,  ,  ,540,IND,Ring-billed Gull                        ,                                        , Dh,10,3.551,-6.459,14.483,100.99
 R, R, R, Y,  ,540,LA ,Ring-billed Gull                        ,                                        , Dh,4,-4.195,-16.607,7.584,0.333
 R,  , R,  ,  ,540,MAN,Ring-billed Gull                        ,                                        , Dh,69,3.132,-0.882,9.35,51.956
 R, Y, R, Y,  ,540,MAS,Ring-billed Gull                        ,                                        , Dh,9,-1.995,-11.295,6.455,0.546
 R,  , R, Y,  ,540,MD ,Ring-billed Gull                        ,                                        , Dh,20,-7.5,-15.438,1.119,0.613
 R,  , R,  ,  ,540,ME ,Ring-billed Gull                        ,                                        , Dh,19,0.189,-7.405,7.555,1.824
 Y,  , Y,  ,  ,540,MIC,Ring-billed Gull                        ,                                        , Dh,62,-1.088,-4.696,2.601,48.259
 Y,  , Y,  ,  ,540,MIN,Ring-billed Gull                        ,                                        , Dh,39,-3.48,-8.099,0.875,5.772
 Y,  , Y,  ,  ,540,MON,Ring-billed Gull                        ,                                        , Dh,47,0.304,-3.345,4.024,19.881
 R,  , R,  ,  ,540,NB ,Ring-billed Gull                        ,                                        , Dh,17,4.227,-2.615,10.677,7.896
 R, Y, R, Y,  ,540,NC ,Ring-billed Gull                        ,                                        , Dh,7,-2.097,-9.313,5.054,0.23
  ,  ,  ,  ,  ,540,ND ,Ring-billed Gull                        ,                                        , Dh,40,2.061,-0.898,5.076,86.527
 R, R, R, R,  ,540,NEB,Ring-billed Gull                        ,                                        , Dh,2,-6.928,-26.036,5.952,0.01
 R, Y, R,  ,  ,540,NEV,Ring-billed Gull                        ,                                        , Dh,6,3.798,-8.87,18.423,8.624
 R,  , R,  ,1,540,NF ,Ring-billed Gull                        ,                                        , Dh,20,7.416,1.064,15.158,122.104
 R, R, R, Y,  ,540,NH ,Ring-billed Gull                        ,                                        , Dh,3,-7.187,-24.635,8.556,0.883
 R, Y, R,  ,  ,540,NJ ,Ring-billed Gull                        ,                                        , Dh,11,0.284,-8.559,8.889,2.163
 R, Y, R, Y,  ,540,NS ,Ring-billed Gull                        ,                                        , Dh,5,-3.952,-15.04,6.214,0.305
 Y,  , Y,  ,2,540,NY ,Ring-billed Gull                        ,                                        , Dh,55,-4.742,-8.199,-1.131,42.838
 R,  , R,  ,  ,540,OHI,Ring-billed Gull                        ,                                        , Dh,21,0.132,-6.176,6.547,1.421
  ,  ,  ,  ,2,540,ONT,Ring-billed Gull                        ,                                        , Dh,137,-4.119,-6.524,-1.732,69.179
 R,  , R,  ,  ,540,ORE,Ring-billed Gull                        ,                                        , Dh,23,-2.834,-8.485,2.947,3.781
 R,  , R, Y,  ,540,PA ,Ring-billed Gull                        ,                                        , Dh,14,-6.051,-13.718,0.882,0.131
 R, R, R,  ,  ,540,PEI,Ring-billed Gull                        ,                                        , Dh,3,-9.127,-25.162,2.67,8.853
 Y,  , Y,  ,  ,540,QUE,Ring-billed Gull                        ,                                        , Dh,91,-3.868,-7.986,1.216,42.949
 Y,  , Y,  ,  ,540,SAS,Ring-billed Gull                        ,                                        , Dh,75,-1.212,-4.316,2.075,72.177
 R,  , R,  ,  ,540,SD ,Ring-billed Gull                        ,                                        , Dh,23,0.554,-5.033,5.941,2.978
 R, R, R, Y,  ,540,TEX,Ring-billed Gull                        ,                                        , Dh,3,0.871,-8.369,11.507,0.1
 R, Y, R, Y,  ,540,UT ,Ring-billed Gull                        ,                                        , Dh,7,3.173,-5.782,14.984,0.561
 R, Y, R,  ,  ,540,VT ,Ring-billed Gull                        ,                                        , Dh,9,-3.56,-9.644,1.643,121.641
 Y,  , Y,  ,2,540,WAS,Ring-billed Gull                        ,                                        , Dh,31,-7.221,-11.547,-3.193,8.001
 R,  , R,  ,  ,540,WIS,Ring-billed Gull                        ,                                        , Dh,45,-3.232,-8.403,1.783,6.234
 R, Y, R, Y,  ,540,WYO,Ring-billed Gull                        ,                                        , Dh,12,2.32,-4.778,10.052,0.721
  ,  ,  ,  ,  ,540,CAN,Ring-billed Gull                        ,                                        , Dh,555,-1.158,-3.094,1.471,55.759
  ,  ,  ,  ,  ,540,US ,Ring-billed Gull                        ,                                        , Dh,643,-0.97,-2.597,1.118,15.676
